Codigo,PaisCodigo,DescripcionES,DescripcionEN,DescripcionFR
HN-11,HN,ISLAS DE LA BAHÍA,BAY ISLANDS,BAY ISLANDS
HN-12,HN,DEPARTAMENTO DE LA PAZ,LA PAZ DEPARTMENT,LA PAZ
HN-13,HN,DEPARTAMENTO DE LEMPIRA,LEMPIRA DEPARTMENT,LEMPIRA
HN-14,HN,DEPARTAMENTO DE OCOTEPEQUE,OCOTEPEQUE DEPARTMENT,OCOTEPEQUE
HN-15,HN,DEPARTAMENTO DE OLANCHO,OLANCHO DEPARTMENT,OLANCHO
HN-16,HN,SANTA BÁRBARA DEPARTMENT,SANTA BÁRBARA DEPARTMENT,SANTA BÁRBARA DEPARTMENT
HN-17,HN,DEPARTAMENTO DE VALLE,VALLE DEPARTMENT,VALLE
HN-18,HN,DEPARTAMENTO DE YORO,YORO DEPARTMENT,YORO
HT-03,HT,NOROESTE,NORD-OUEST,DÉPARTEMENT DU NORD-OUEST
HT-06,HT,ARTIBONITO,ARTIBONITE,ARTIBONITE
HT-07,HT,CENTRO,CENTRE,CENTRE
HT-09,HT,NORTE,NORD,NORD
HT-10,HT,NORESTE,NORD-EST,NORD-EST
HT-11,HT,OESTE,OUEST,OUEST
HT-12,HT,SUR,SUD,SUD
HT-13,HT,SURESTE,SUD-EST,DÉPARTEMENT DU SUD-EST
HT-14,HT,GRAND’ANSE,GRAND'ANSE,GRAND'ANSE
HT-15,HT,NIPPES,NIPPES,NIPPES
HU-01,HU,BÁCS-KISKUN,BÁCS-KISKUN COUNTY,BÁCS-KISKUN
HU-02,HU,BARANYA,BARANYA,BARANYA
HU-03,HU,BEKES COUNTY,BEKES COUNTY,BEKES COUNTY
HU-04,HU,BORSOD-ABAÚJ-ZEMPLÉN,BORSOD-ABAUJ ZEMPLEN COUNTY,BORSOD-ABAÚJ-ZEMPLÉN
HU-05,HU,BUDAPEST,BUDAPEST,BUDAPEST
HU-06,HU,CSONGRÁD,CSONGRÁD,CSONGRÁD
HU-08,HU,FEJÉR,FEJÉR,FEJÉR
HU-09,HU,GYŐR-MOSON-SOPRON,GYŐR-MOSON-SOPRON,GYŐR-MOSON-SOPRON
HU-10,HU,HAJDÚ-BIHAR,HAJDÚ-BIHAR,HAJDÚ-BIHAR
HU-11,HU,HEVES,HEVES COUNTY,HEVES
HU-12,HU,KOMÁROM-ESZTERGOM,KOMÁROM-ESZTERGOM,KOMÁROM-ESZTERGOM
HU-14,HU,NÓGRÁD,NÓGRÁD,NÓGRÁD
HU-16,HU,PEST,PEST COUNTY,PEST
HU-17,HU,SOMOGY,SOMOGY COUNTY,SOMOGY
HU-18,HU,SZABOLCS-SZATMÁR-BEREG,SZABOLCS-SZATMÁR-BEREG,SZABOLCS-SZATMÁR-BEREG
HU-20,HU,JÁSZ-NAGYKUN-SZOLNOK,JÁSZ-NAGYKUN-SZOLNOK,JÁSZ-NAGYKUN-SZOLNOK
HU-21,HU,TOLNA,TOLNA COUNTY,TOLNA
HU-22,HU,VAS,VAS COUNTY,VAS
HU-23,HU,VESZPRÉM,VESZPRÉM,VESZPRÉM
HU-24,HU,ZALA,ZALA COUNTY,ZALA
ID-01,ID,ACEH,SPECIAL REGION OF ACEH,ACEH
ID-02,ID,BALI,BALI,BALI
ID-03,ID,BENGKULU,BENGKULU,BENGKULU
ID-04,ID,JAKARTA,JAKARTA SPECIAL CAPITAL REGION,JAKARTA
ID-05,ID,JAMBI,JAMBI,JAMBI
ID-07,ID,CENTRAL JAVA,CENTRAL JAVA,JAVA CENTRAL
ID-08,ID,JAVA ORIENTAL,EAST JAVA,JAVA ORIENTAL
ID-10,ID,YOGYAKARTA,SPECIAL REGION OF YOGYAKARTA,YOGYAKARTA
ID-11,ID,WEST KALIMANTAN,WEST KALIMANTAN,KALIMANTAN OCCIDENTAL
ID-12,ID,SOUTH KALIMANTAN,SOUTH KALIMANTAN,KALIMANTAN DU SUD
ID-13,ID,CENTRAL KALIMANTAN,CENTRAL KALIMANTAN,CENTRAL KALIMANTAN
ID-14,ID,EAST KALIMANTAN,EAST KALIMANTAN,KALIMANTAN ORIENTAL
ID-15,ID,LAMPUNG,LAMPUNG,LAMPUNG
ID-17,ID,WEST NUSA TENGGARA,WEST NUSA TENGGARA,PETITES ÎLES DE LA SONDE OCCIDENTALES
ID-18,ID,EAST NUSA TENGGARA,EAST NUSA TENGGARA,PETITES ÎLES DE LA SONDE ORIENTALES
ID-21,ID,CÉLEBES CENTRAL,CENTRAL SULAWESI,SULAWESI CENTRAL
ID-22,ID,SOUTHEAST SULAWESI,SOUTHEAST SULAWESI,SOUTHEAST SULAWESI
ID-24,ID,SUMATRA OCCIDENTAL,WEST SUMATRA,SUMATRA OCCIDENTAL
ID-26,ID,SUMATRA SEPTENTRIONAL,NORTH SUMATRA,SUMATRA DU NORD
ID-28,ID,MOLUCAS,MALUKU,MOLUQUES
ID-29,ID,PROVINCIA DE MOLUCAS SEPTENTRIONALES,NORTH MALUKU,MOLUQUES DU NORD
ID-30,ID,JAVA OCCIDENTAL,WEST JAVA,JAVA OCCIDENTAL
ID-31,ID,CÉLEBES SEPTENTRIONAL,NORTH SULAWESI,SULAWESI DU NORD
ID-32,ID,SUMATRA MERIDIONAL,SOUTH SUMATRA,SUMATRA DU SUD
ID-33,ID,BANTÉN,BANTEN,BANTEN
ID-34,ID,GORONTALO,GORONTALO,GORONTALO
ID-35,ID,BANGKA–BELITUNG ISLANDS,BANGKA–BELITUNG ISLANDS,ÎLES BANGKA BELITUNG
ID-36,ID,PAPUA,PAPUA,PAPOUASIE
ID-37,ID,RIAU,RIAU,RIAU
ID-38,ID,SOUTH SULAWESI,SOUTH SULAWESI,SULAWESI DU SUD
ID-39,ID,WEST PAPUA,WEST PAPUA,PAPOUASIE OCCIDENTALE
ID-40,ID,RIAU ISLANDS,RIAU ISLANDS,RIAU ISLANDS
ID-41,ID,WEST SULAWESI,WEST SULAWESI,SULAWESI OCCIDENTAL
ID-42,ID,NORTH KALIMANTAN,NORTH KALIMANTAN,NORTH KALIMANTAN
ID-PD,ID,SOUTHWEST PAPUA,SOUTHWEST PAPUA,PAPOUASIE DU SUD-OUEST
ID-PE,ID,HIGHLAND PAPUA,HIGHLAND PAPUA,HIGHLAND PAPUA
ID-PS,ID,SOUTH PAPUA,SOUTH PAPUA,PAPOUASIE MÉRIDIONALE
ID-PT,ID,CENTRAL PAPUA,CENTRAL PAPUA,PAPOUASIE CENTRALE
IE-C,IE,CONNACHT,CONNACHT,CONNACHT
IE-L,IE,LEINSTER,LEINSTER,LEINSTER
IE-M,IE,MUNSTER,MUNSTER,MUNSTER
IE-U,IE,ÚLSTER,ULSTER,ULSTER
IL-01,IL,DISTRITO MERIDIONAL,SOUTHERN DISTRICT,DISTRICT SUD
IL-02,IL,DISTRITO CENTRAL,CENTRAL DISTRICT,DISTRICT CENTRE
IL-03,IL,DISTRITO NORTE,NORTHERN DISTRICT,DISTRICT NORD
IL-04,IL,DISTRITO DE HAIFA,HAIFA,DISTRICT DE HAÏFA
IL-05,IL,DISTRITO DE TEL AVIV,TEL AVIV,TEL-AVIV
IL-06,IL,DISTRITO DE JERUSALÉN,JERUSALEM DISTRICT,JÉRUSALEM
IL-WE,IL,JUDEA AND SAMARIA AREA,JUDEA AND SAMARIA AREA,JUDEA AND SAMARIA AREA
IN-01,IN,ISLAS ANDAMÁN Y NICOBAR,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN ET NICOBAR
IN-02,IN,ANDHRA PRADESH,ANDHRA PRADESH,ANDHRA PRADESH
IN-03,IN,ASSAM,STATE OF ASSAM,ASSAM
IN-05,IN,CHANDIGARH,CHANDIGARH,CHANDIGARH
IN-07,IN,DELHI,DELHI,DELHI
IN-09,IN,GUJARAT,GUJARAT,GUJARAT
IN-10,IN,HARYANA,HARYANA,HARYANA
IN-11,IN,HIMACHAL PRADESH,HIMACHAL PRADESH,HIMACHAL PRADESH
IN-12,IN,JAMMU AND KASHMIR,KASHMIR,JAMMU-ET-CACHEMIRE
IN-13,IN,KERALA,KERALA,KERALA
IN-14,IN,LAKSHADWEEP,LACCADIVES,LAQUEDIVES
IN-16,IN,MAHARASTRA,MAHARASHTRA,MAHARASHTRA
IN-17,IN,MANIPUR,STATE OF MANIPUR,MANIPUR
IN-18,IN,MEGALAYA,STATE OF MEGHĀLAYA,MEGHALAYA
IN-19,IN,KARNATAKA,KARNATAKA,KARNATAKA
IN-20,IN,NAGALAND,NAGALAND,NAGALAND
IN-21,IN,ODISHA,ODISHA,ORISSA
IN-22,IN,PUDUCHERRY,UNION TERRITORY OF PONDICHERRY,L'ÉTAT DE PONDICHÉRY
IN-23,IN,PUNYAB,PUNJAB,PENJAB
IN-24,IN,RAJASTÁN,RAJASTHAN,RAJASTHAN
IN-25,IN,TAMIL NADU,TAMIL NADU,TAMIL NADU
IN-26,IN,TRIPURA,STATE OF TRIPURA,TRIPURA
IN-28,IN,BENGALA OCCIDENTAL,WEST BENGAL,BENGALE
IN-29,IN,SIKKIM,STATE OF SIKKIM,SIKKIM
IN-30,IN,ARUNACHAL PRADESH,ARUNACHAL PRADESH,ARUNACHAL PRADESH
IN-31,IN,MIZORÁN,STATE OF MIZORAM,MIZORAM
IN-33,IN,GOA,GOA,GOA
IN-34,IN,BIHAR,BIHAR,BIHAR
IN-35,IN,MADHYA PRADESH,MADHYA PRADESH,MADHYA PRADESH
IN-36,IN,UTTAR PRADESH,UTTAR PRADESH,UTTAR PRADESH
IN-37,IN,CHHATTISGARH,CHHATTISGARH,CHHATTISGARH
IN-38,IN,JHARKHAND,JHARKHAND,JHARKHAND
IN-39,IN,UTTARAKHAND,UTTARAKHAND,UTTARAKHAND
IN-40,IN,TELANGANA,TELANGANA,TÉLANGANA
IN-41,IN,LADAKH,LADAKH,LADAKH
IN-52,IN,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA AND NAGAR HAVELI AND DAMAN AND DIU
IT-01,IT,LOS ABRUZOS,ABRUZZO,ABRUZZES
IT-02,IT,REGIÓN DE BASILICATA,BASILICATE,BASILICATE
IT-03,IT,CALABRIA,CALABRIA,CALABRE
IT-04,IT,REGIÓN DE CAMPANIA,CAMPANIA,CAMPANIE
IT-05,IT,EMILIA-ROMAÑA,EMILIA-ROMAGNA,ÉMILIE-ROMAGNE
IT-06,IT,FRIULI-VENECIA JULIA,FRIULI VENEZIA GIULIA,FRIOUL-VÉNÉTIE JULIENNE
IT-07,IT,LACIO,LATIUM,LATIUM
IT-08,IT,LIGURIA,LIGURIA,LIGURIE
IT-09,IT,REGIÓN DE LOMBARDÍA,LOMBARDY,LOMBARDIE
IT-10,IT,REGIÓN DE LAS MARCAS,THE MARCHES,MARCHES
IT-11,IT,REGIÓN DE MOLISE,MOLISE,MOLISE
IT-12,IT,PIAMONTE,PIEDMONT,PIÉMONT
IT-13,IT,REGIÓN DE APULIA,APULIA,POUILLES
IT-14,IT,CERDEÑA,SARDINIA,SARDAIGNE
IT-15,IT,SICILIA,SICILY,SICILE
IT-16,IT,TOSCANA,TUSCANY,TOSCANE
IT-17,IT,TRENTINO-ALTO ADIGIO,TRENTINO-ALTO ADIGE,TRENTIN-HAUT-ADIGE
IT-18,IT,REGIÓN DE UMBRÍA,UMBRIA,OMBRIE
IT-19,IT,VALLE DE AOSTA,AOSTA VALLEY,RÉGION AUTONOME VALLÉE D'AOSTE
IT-20,IT,REGIÓN DE VÉNETO,VENETO,VÉNÉTIE
JM-01,JM,PARROQUIA DE CLARENDON,CLARENDON,PAROISSE DE CLARENDON
JM-02,JM,PARROQUIA DE HANOVER,HANOVER,PAROISSE DE HANOVER
JM-04,JM,PARROQUIA DE MANCHESTER,MANCHESTER,MANCHESTER
JM-07,JM,PARROQUIA DE PORTLAND,PORTLAND PARISH,PORTLAND
JM-08,JM,PARROQUIA DE SAINT ANDREW,SAINT ANDREW PARISH,PAROISSE DE SAINT ANDREW
JM-09,JM,PARROQUIA DE SAINT ANN,SAINT ANN PARISH,PAROISSE DE SAINT ANN
JM-10,JM,PARROQUIA DE SAINT CATHERINE,SAINT CATHERINE PARISH,PAROISSE DE SAINTE-CATHERINE
JM-11,JM,PARROQUIA DE SAINT ELIZABETH,SAINT ELIZABETH,SAINT ELIZABETH
JM-12,JM,PARROQUIA DE SAINT JAMES,SAINT JAMES PARISH,SAINT JAMES
JM-13,JM,PARROQUIA DE SAINT MARY,SAINT MARY PARISH,SAINT MARY
JM-14,JM,PARROQUIA DE SAINT THOMAS,SAINT THOMAS PARISH,SAINT-THOMAS
JM-15,JM,PARROQUIA DE TRELAWNY,TRELAWNY PARISH,PAROISSE DE TRELAWNY
JM-16,JM,PARROQUIA DE WESTMORELAND,WESTMORELAND,WESTMORELAND
JM-17,JM,PARROQUIA DE KINGSTON,KINGSTON,KINGSTON
JP-01,JP,PREFECTURA DE AICHI,AICHI,PRÉFECTURE D'AICHI
JP-02,JP,PREFECTURA DE AKITA,AKITA,PRÉFECTURE D'AKITA
JP-03,JP,PREFECTURA DE AOMORI,AOMORI,PRÉFECTURE D'AOMORI
JP-04,JP,PREFECTURA DE CHIBA,CHIBA,PRÉFECTURE DE CHIBA
JP-05,JP,PREFECTURA DE EHIME,EHIME,PRÉFECTURE D'EHIME
JP-06,JP,PREFECTURA DE FUKUI,FUKUI,PRÉFECTURE DE FUKUI
JP-07,JP,PREFECTURA DE FUKUOKA,FUKUOKA,PRÉFECTURE DE FUKUOKA
JP-08,JP,PREFECTURA DE FUKUSHIMA,FUKUSHIMA,PRÉFECTURE DE FUKUSHIMA
JP-09,JP,PREFECTURA DE GIFU,GIFU,PRÉFECTURE DE GIFU
JP-10,JP,PREFECTURA DE GUNMA,GUNMA,PRÉFECTURE DE GUNMA
JP-11,JP,PREFECTURA DE HIROSHIMA,HIROSHIMA,PRÉFECTURE DE HIROSHIMA
JP-12,JP,HOKKAIDO,HOKKAIDO,HOKKAIDO
JP-13,JP,PREFECTURA DE HYOGO,HYŌGO,PRÉFECTURE DE HYŌGO
JP-14,JP,PREFECTURA DE IBARAKI,IBARAKI,PRÉFECTURE D'IBARAKI
JP-15,JP,PREFECTURA DE ISHIKAWA,ISHIKAWA,PRÉFECTURE D'ISHIKAWA
JP-16,JP,PREFECTURA DE IWATE,IWATE,PRÉFECTURE D'IWATE
JP-17,JP,PREFECTURA DE KAGAWA,KAGAWA,PRÉFECTURE DE KAGAWA
JP-18,JP,PREFECTURA DE KAGOSHIMA,KAGOSHIMA,PRÉFECTURE DE KAGOSHIMA
JP-19,JP,PREFECTURA DE KANAGAWA,KANAGAWA,PRÉFECTURE DE KANAGAWA
JP-20,JP,PREFECTURA DE KŌCHI,KOCHI,KOCHI
JP-21,JP,PREFECTURA DE KUMAMOTO,KUMAMOTO,PRÉFECTURE DE KUMAMOTO
JP-22,JP,PREFECTURA DE KIOTO,KYOTO,PRÉFECTURE DE KYOTO
JP-23,JP,PREFECTURA DE MIE,MIE,PRÉFECTURE DE MIE
JP-24,JP,PREFECTURA DE MIYAGI,MIYAGI,PRÉFECTURE DE MIYAGI
JP-25,JP,PREFECTURA DE MIYAZAKI,MIYAZAKI,PRÉFECTURE DE MIYAZAKI
JP-26,JP,PREFECTURA DE NAGANO,NAGANO,PRÉFECTURE DE NAGANO
JP-27,JP,PREFECTURA DE NAGASAKI,NAGASAKI,PRÉFECTURE DE NAGASAKI
JP-28,JP,PREFECTURA DE NARA,NARA,PRÉFECTURE DE NARA
JP-29,JP,PREFECTURA DE NIIGATA,NIIGATA,PRÉFECTURE DE NIIGATA
JP-30,JP,PREFECTURA DE OITA,OITA,PRÉFECTURE DE OITA
JP-31,JP,PREFECTURA DE OKAYAMA,OKAYAMA,PRÉFECTURE D'OKAYAMA
JP-32,JP,PREFECTURA DE OSAKA,ŌSAKA,PRÉFECTURE D'OSAKA
JP-33,JP,PREFECTURA DE SAGA,SAGA PREFECTURE,PRÉFECTURE DE SAGA
JP-34,JP,PREFECTURA DE SAITAMA,SAITAMA,PRÉFECTURE DE SAITAMA
JP-35,JP,PREFECTURA DE SHIGA,SHIGA PREFECTURE,PRÉFECTURE DE SHIGA
JP-36,JP,PREFECTURA DE SHIMANE,SHIMANE,PRÉFECTURE DE SHIMANE
JP-37,JP,PREFECTURA DE SHIZUOKA,SHIZUOKA,PRÉFECTURE DE SHIZUOKA
JP-38,JP,PREFECTURA DE TOCHIGI,TOCHIGI,PRÉFECTURE DE TOCHIGI
JP-39,JP,PREFECTURA DE TOKUSHIMA,TOKUSHIMA,PRÉFECTURE DE TOKUSHIMA
JP-40,JP,TOKIO,TOKYO,PRÉFECTURE DE TOKYO
JP-41,JP,PREFECTURA DE TOTTORI,TOTTORI,PRÉFECTURE DE TOTTORI
JP-42,JP,PREFECTURA DE TOYAMA,TOYAMA,PRÉFECTURE DE TOYAMA
JP-43,JP,PREFECTURA DE WAKAYAMA,WAKAYAMA,PRÉFECTURE DE WAKAYAMA
JP-44,JP,PREFECTURA DE YAMAGATA,YAMAGATA,PRÉFECTURE DE YAMAGATA
JP-45,JP,PREFECTURA DE YAMAGUCHI,YAMAGUCHI,PRÉFECTURE DE YAMAGUCHI
JP-46,JP,PREFECTURA DE YAMANASHI,YAMANASHI,PRÉFECTURE DE YAMANASHI
JP-47,JP,PREFECTURA DE OKINAWA,OKINAWA,PRÉFECTURE D'OKINAWA
KE-05,KE,NAIROBI,NAIROBI COUNTY,NAIROBI
KE-10,KE,CONDADO DE BARINGO,BARINGO,COMTÉ DE BARINGO
KE-11,KE,CONDADO DE BOMET,BOMET COUNTY,BOMET
KE-12,KE,CONDADO DE BUNGOMA,BUNGOMA COUNTY,BUNGOMA
KE-13,KE,CONDADO DE BUSIA,BUSIA COUNTY,BUSIA
KE-14,KE,ELEGEYO-MARAKWET,ELEGEYO-MARAKWET,ELEGEYO-MARAKWET
KE-15,KE,CONDADO DE EMBU,EMBU COUNTY,COMTÉ D'EMBU
KE-16,KE,CONDADO DE GARISSA,GARISSA COUNTY,GARISSA
KE-17,KE,CONDADO DE HOMA BAY,HOMA BAY COUNTY,HOMA BAY
KE-18,KE,CONDADO DE ISIOLO,ISIOLO COUNTY,COMTÉ D'ISIOLO
KE-19,KE,CONDADO DE KAJIADO,KAJIADO COUNTY,COMTÉ DE KAJIADO
KE-20,KE,CONDADO DE KAKAMEGA,KAKAMEGA COUNTY,KAKAMEGA
KE-21,KE,CONDADO DE KERICHO,KERICHO COUNTY,KERICHO COUNTY
KE-22,KE,CONDADO DE KIAMBU,KIAMBU COUNTY,COMTÉ DE KIAMBU
KE-23,KE,DISTRITO DE KILIFI,KILIFI COUNTY,KILIFI
KE-24,KE,CONDADO DE KIRINYAGA,KIRINYAGA COUNTY,COMTÉ DE KIRINYAGA
KE-25,KE,CONDADO DE KISII,KISII COUNTY,KISII
KE-26,KE,CONDADO DE KISUMU,KISUMU COUNTY,KISUMU
KE-27,KE,CONDADO DE KITUI,KITUI COUNTY,COMTÉ DE KITUI
KE-28,KE,CONDADO DE KWALE,KWALE COUNTY,KWALE
KE-29,KE,CONDADO DE LAIKIPIA,LAIKIPIA,LAIKIPIA
KE-30,KE,LAMU,LAMU,LAMU
KE-31,KE,CONDADO DE MACHAKOS,MACHAKOS COUNTY,COMTÉ DE MACHAKOS
KE-32,KE,CONDADO DE MAKUENI,MAKUENI COUNTY,MAKUENI
KE-33,KE,CONDADO DE MANDERA,MANDERA COUNTY,COMTÉ DE MANDERA
KE-34,KE,MARSABIT,MARSABIT COUNTY,MARSABIT
KE-35,KE,CONDADO DE MERU,MERU COUNTY,COMTÉ DE MERU
KE-36,KE,CONDADO DE MIGORI,MIGORI COUNTY,MIGORI
KE-37,KE,CONDADO DE MOMBASA,MOMBASA COUNTY,MOMBASA DISTRICT
KE-38,KE,MURANG'A,MURANG'A,MURANG'A
KE-39,KE,CONDADO DE NAKURU,NAKURU COUNTY,NAKURU
KE-40,KE,NANDI,NANDI,NANDI
KE-41,KE,CONDADO DE NAROK,NAROK COUNTY,COMTÉ DE NAROK
KE-42,KE,CONDADO DE NYAMIRA,NYAMIRA COUNTY,NYAMIRA
KE-43,KE,CONDADO DE NYANDARUA,NYANDARUA COUNTY,COMTÉ DE NYANDARUA
KE-44,KE,CONDADO DE NYERI,NYERI COUNTY,COMTÉ DE NYERI
KE-45,KE,CONDADO DE SAMBURU,SAMBURU COUNTY,COMTÉ DE SAMBURU
KE-46,KE,DISTRITO DE SIAYA,SIAYA COUNTY,SIAYA
KE-47,KE,TAITA TAVETA,TAITA TAVETA,TAITA TAVETA
KE-48,KE,CONDADO DEL RÍO TANA,TANA RIVER COUNTY,COMTÉ DE TANA RIVER
KE-49,KE,THARAKA - NITHI,THARAKA - NITHI,THARAKA - NITHI
KE-50,KE,TRANS NZOIA,TRANS NZOIA,TRANS NZOIA
KE-51,KE,CONDADO DE TURKANA,TURKANA COUNTY,TURKANA
KE-52,KE,CONDADO DE UASIN GISHU,UASIN GISHU COUNTY,COMTÉ DE UASIN GISHU
KE-53,KE,CONDADO DE VIHIGA,VIHIGA COUNTY,VIHIGA
KE-54,KE,CONDADO DE WAJIR,WAJIR COUNTY,COMTÉ DE WAJIR
KE-55,KE,CONDADO DE WEST POKOT,WEST POKOT COUNTY,WEST POKOT COUNTY
KI-01,KI,GILBERT ISLANDS,GILBERT ISLANDS,GILBERT ISLANDS
KI-02,KI,LINE ISLANDS,LINE ISLANDS,LINE ISLANDS
KI-03,KI,ISLAS FÉNIX,PHOENIX ISLANDS,ÎLES PHŒNIX
KM-01,KM,ANJOUAN,ANJOUAN,ÎLE AUTONOME D'ANJOUAN
KM-02,KM,GRAN COMORA,GRANDE COMORE,ÎLE AUTONOME DE GRANDE COMORE
KM-03,KM,MOHÉLI,MOHÉLI,ÎLE AUTONOME DE MOHÉLI
KN-01,KN,CHRIST CHURCH NICHOLA TOWN,CHRIST CHURCH NICHOLA TOWN,CHRIST CHURCH NICHOLA TOWN
KN-02,KN,SAINT ANNE SANDY POINT,SAINT ANNE SANDY POINT,SAINT-ANNE SANDY POINT
KN-03,KN,SAINT GEORGE BASSETERRE,SAINT GEORGE BASSETERRE,SAINT-GEORGE BASSETERRE
KN-04,KN,SAINT GEORGE GINGERLAND,SAINT GEORGE GINGERLAND,SAINT-GEORGE GINGERLAND
KN-05,KN,SAINT JAMES WINDWA,SAINT JAMES WINDWA,SAINT-JAMES WINDWARD
KN-06,KN,SAINT JOHN CAPESTERRE,SAINT JOHN CAPESTERRE,SAINT-JOHN CAPISTERRE
KN-07,KN,SAINT JOHN FIGTREE,SAINT JOHN FIGTREE,SAINT-JOHN FIGTREE
KN-08,KN,SAINT MARY CAYON,SAINT MARY CAYON,SAINT-MARY CAYON
KN-09,KN,SAINT PAUL CAPESTERRE,SAINT PAUL CAPESTERRE,SAINT-PAUL CAPISTERRE
KN-10,KN,SAINT PAUL CHARLESTOWN,SAINT PAUL CHARLESTOWN,SAINT-PAUL CHARLESTOWN
KN-11,KN,SAINT PETER BASSETERRE,SAINT PETER BASSETERRE,SAINT-PETER BASSETERRE
KN-12,KN,SAINT THOMAS LOWLAND,SAINT THOMAS LOWLAND,SAINT-THOMAS LOWLAND
KN-13,KN,MIDDLE ISLAND,SAINT THOMAS MIDDLE ISLAND PARISH,SAINT-THOMAS MIDDLE ISLAND
KN-15,KN,TRINITY PALMETTO POINT,TRINITY PALMETTO POINT,TRINITY PALMETTO POINT
KR-01,KR,JEJU-DO,JEJU-DO,JEJU-DO
KR-03,KR,JEOLLABUK-DO,JEOLLABUK-DO,JEOLLABUK-DO
KR-05,KR,NORTH CHUNGCHEONG,CHUNGCHEONGBUK-DO,NORTH CHUNGCHEONG
KR-06,KR,GANGWON-DO,GANGWON-DO,GANGWON-DO
KR-10,KR,BUSAN,BUSAN,BUSAN
KR-11,KR,SEOUL,SEOUL,SEOUL
KR-12,KR,INCHEON,INCHEON,INCHEON
KR-13,KR,GYEONGGI-DO,GYEONGGI-DO,GYEONGGI-DO
KR-14,KR,GYEONGSANGBUK-DO,GYEONGSANGBUK-DO,GYEONGSANGBUK-DO
KR-15,KR,DAEGU,DAEGU,DAEGU
KR-16,KR,JEOLLANAM-DO,JEOLLANAM-DO,JEOLLANAM-DO
KR-17,KR,CHUNGCHEONGNAM-DO,CHUNGCHEONGNAM-DO,CHUNGCHEONGNAM-DO
KR-18,KR,GWANGJU,GWANGJU,GWANGJU
KR-19,KR,DAEJEON,DAEJEON,DAEJEON
KR-20,KR,GYEONGSANGNAM-DO,GYEONGSANGNAM-DO,GYEONGSANGNAM-DO
KR-21,KR,ULSAN,ULSAN,ULSAN
KR-22,KR,SEJONG-SI,SEJONG,SEJONG-SI
LC-01,LC,ANSE-LA-RAYE,ANSE-LA-RAYE,ANSE-LA-RAYE
LC-03,LC,CASTRIES,CASTRIES,DISTRICT DE CASTRIES
LC-04,LC,DISTRITO DE CHOISEUL,CHOISEUL,DISTRICT DE CHOISEUL
LC-05,LC,DENNERY,DENNERY,DISTRICT DE DENNERY
LC-06,LC,GROS-ISLET,GROS-ISLET,GROS-ISLET
LC-07,LC,LABORIE,LABORIE,DISTRICT DE LABORIE
LC-08,LC,MICOUD,MICOUD,DISTRICT DE MICOUD
LC-09,LC,SOUFRIÈRE,SOUFRIÈRE,SOUFRIÈRE
LC-10,LC,VIEUX-FORT,VIEUX-FORT,VIEUX-FORT
LC-12,LC,CANARIES,CANARIES,CANARIES
LK-29,LK,PROVINCIA CENTRAL,CENTRAL PROVINCE,PROVINCE DU CENTRE
LK-30,LK,PROVINCIA CENTRAL DEL NORTE,NORTH CENTRAL PROVINCE,PROVINCE DU CENTRE-NORD
LK-32,LK,PROVINCIA NOROESTE,NORTH WESTERN PROVINCE,PROVINCE DU NORD-OUEST
LK-33,LK,SABARAGAMUWA,SABARAGAMUWA PROVINCE,SABARAGAMUWA
LK-34,LK,PROVINCIA SUR,SOUTHERN PROVINCE,PROVINCE DU SUD
LK-35,LK,PROVINCIA DE UVA,UVA PROVINCE,UVA
LK-36,LK,PROVINCIA OESTE,WESTERN PROVINCE,PROVINCE DE L'OUEST
LK-37,LK,PROVINCIA DEL ESTE,EASTERN PROVINCE,PROVINCE DE L'EST
LK-38,LK,PROVINCIA NORTE,NORTHERN PROVINCE,PROVINCE DU NORD
LR-01,LR,BONG,BONG COUNTY,BONG
LR-09,LR,NIMBA,NIMBA,NIMBA
LR-10,LR,SINOE,SINOE COUNTY,SINOE
LR-11,LR,GRAND BASSA,GRAND BASSA COUNTY,GRAND BASSA
LR-12,LR,GRAND CAPE MOUNT,GRAND CAPE MOUNT COUNTY,GRAND CAPE MOUNT
LR-13,LR,CONDADO DE MARYLAND,MARYLAND COUNTY,MARYLAND
LR-14,LR,CONDADO DE MONTSERRADO,MONTSERRADO COUNTY,MONTSERRADO
LR-15,LR,BOMI,BOMI COUNTY,BOMI
LR-16,LR,GRAND KRU,GRAND KRU COUNTY,GRAND KRU
LR-17,LR,MARGIBI,MARGIBI COUNTY,MARGIBI
LR-18,LR,CONDADO DE RIVERCESS,RIVER CESS COUNTY,RIVER CESS
LR-19,LR,GRAND GEDEH,GRAND GEDEH COUNTY,GRAND GEDEH
LR-20,LR,LOFA,LOFA COUNTY,LOFA
LR-21,LR,GBARPOLU,GBARPOLU COUNTY,GBARPOLU
LR-22,LR,RIVER GEE,RIVER GEE COUNTY,RIVER GEE
LU-CA,LU,CAPELLEN,CAPELLEN,CAPELLEN
LU-CL,LU,CLERVAUX,CLERVAUX,CLERVAUX
LU-DI,LU,DIEKIRCH,DIEKIRCH,DIEKIRCH
LU-EC,LU,ECHTERNACH,ECHTERNACH,CANTON D'ECHTERNACH
